"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121738","2022-04-17","2022-04-17","Glowing Oval Over San Bernardino Mountains","Arrowbear Lake","CA, US",""
"121737","2022-04-17","2022-04-16","Drove by the Mobile Airport in Maricopa and saw the white looking mass that looked like a flock of birds at first but it looked like a cloaking ufo.","Tempe","AZ, US",""
"121736","2022-04-17","2007-06-09","Tall being that was all black searching for something","","KS, US",""
"121735","2022-04-17","2022-04-16","Made 8 pics within 3 minutes from full moon on the last pic there we’re 3 ufo appeared","Roth","DE",""
"121734","2022-04-17","2022-04-15","Triangle at first","Eastwood","NY, US",""
"121733","2022-04-17","1986-08-13","A big black silent triangular object , only  visible because it hided stars when passing, south-north heading","Sequoya national forest","CA, US",""
"121732","2022-04-17","2022-04-16","Two white craft chasing each other in Scottsburg IN","Scottsburg","IN, US",""
"121731","2022-04-17","2016-12-11","I feel like they shape shift possible into animals","Apple Valley","CA, US",""
"121730","2022-04-17","2022-03-13","I saw a glimerring shimmering silver diamond in the cloud","Gilroy","CA, US",""
"121729","2022-04-17","2022-04-17","Bright purple light that dramatically changed course abs then emitted a saucer shaped like vapour trail as it changed direction","Guildford","GB",""
"121728","2022-04-17","2022-03-25","Round object observed in the sky over North Austin TX","Austin","TX, US",""
"121727","2022-04-17","2017-05-23","I was abducted I think than suffered pregnancy loss n had to get fallopian tube taken out","Taftville","CT, US",""
"121726","2022-04-17","2022-04-16","3 lights in a line attached - Caught on Ring Security Cam","South Bucks","GB",""
"121725","2022-04-17","1966-04-04","Large, wider than our house, shaped like 2 plates, 1 inverted over the other with a wide center band dividing the 2 decks.  Both turned oppositely.","Mountlake Terrace","WA, US",""
"121724","2022-04-17","1992-06-26","UFO came down to just above my house","Fritch","TX, US",""
"121723","2022-04-17","2001-08-10","Glowing Orbs","Brampton","ON, CA",""
"121722","2022-04-16","1978-07-26","?","","OH, US",""
"121721","2022-04-16","2022-04-14","Stars that move corresponding to how/when you ask them to move","Fairmont","MN, US",""
"121720","2022-04-16","2022-02-11","Small unknown object flying near a big plane","Spokane Valley","WA, US",""
"121719","2022-04-16","2021-10-16","27 pictures of UFO with Nikkon D7500 crop sensor DSLR showing illumination, too slow a rate of speed as well as higher than possible rate of speed.","Juno Beach","FL, US",""
