"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121477","2022-04-01","2022-03-30","Amber spherical orb hovering over horizon a few miles away to the NW of our standing. Object seemed to pulse and separate into two spheres & disappear","Richland","WA, US",""
"121476","2022-04-01","2022-04-01","Caught on Ring Video Doorbell","Fredericksburg","VA, US",""
"121475","2022-04-01","2016-08-09","In field","hobart","AU",""
"121474","2022-04-01","2018-08-14","Persied Hover-Bike Nightmare, Rundown in the Rocky Mountains","Silver Plume/Georgetown","CO, US",""
"121473","2022-04-01","2022-03-31","Regularly seen over this area, triangular craft","Milton freewater","OR, US",""
"121472","2022-04-01","2020-07-04","July 4th 2020 at a friends house & saw glowing orb hovering by tree/disappeared/reappeared down street/faded away & reappeared close to us again","Parma","OH, US",""
"121471","2022-04-01","2022-04-01","A lot of strange stuff going on","Peachland","NC, US",""
"121470","2022-04-01","1993-06-24","At least 6 entity observed,  using mind control against me. With my fighting it to escape. Strong desire to go mentally but phys; the body would fight","Waverly","OH, US",""
"121469","2022-04-01","2019-07-04","July 4th 2019 BF & I watching fireworks over the city when a bright orb appeared in the sky/hovered & changed shape before slowly disappearing","Garfield heights","OH, US",""
"121468","2022-03-31","2022-02-09","Idk this is","","WI, US",""
"121467","2022-03-31","2022-03-25","Trying out a flashlight and 2 lights appeared while I was filming. I observed with my eyes and recorded the flying lights.","Early","TX, US",""
"121466","2022-03-31","2020-03-12","Shape of a blimp. But much larger.  Bright,clear sky. Object was reflecting milkey way. Large moon size lite came on as it drifted away.","Morrisvale","WV, US",""
"121465","2022-03-31","2022-03-29","Felt compelled to take a picture of the moon that morning and noticed a light between the moon and morning star.","Culpeper","VA, US",""
"121464","2022-03-31","2021-05-19","spotted 2 orbs in the sky which slowly morphed into 10 separate orbs","Birmingham","GB",""
"121463","2022-03-31","1945-07-13","Invited or compelled to examine craft & meet crew","","HI, US",""
"121462","2022-03-31","2022-03-30","Bright starlike object the descended slowly and turned red, eventually fading","Whiskeytown","CA, US",""
"121461","2022-03-31","2022-03-27","Lowered itself above the Boeing Airbus plant and moved swiftly side to side and took off into space","Mobile","AL, US",""
"121460","2022-03-31","","I captured this on my surveillance camera in my back yard","Silver Springs","NV, US",""
"121459","2022-03-31","2022-03-31","Crop circles and dog was tied","Spring Branch","TX, US",""
"121458","2022-03-31","","Changed colors","Starke","FL, US",""
