"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121233","2022-03-15","","","","CA, US",""
"121232","2022-03-15","2022-03-13","It moved around and would disappear and come back. I’ve seen it here before. It was round. It fluttered. It flowed a bright light around it. It disapp","Salem","IN, US",""
"121231","2022-03-15","2022-01-22","Tic tac","Carlsbad","CA, US",""
"121230","2022-03-15","2021-09-25","White object in the early morning sky","Seven fields","PA, US",""
"121229","2022-03-15","2021-09-25","White dot high in the sky","Seven fuelds","PA, US",""
"121228","2022-03-14","","","","US",""
"121227","2022-03-14","2022-03-13","khaki in color. as if people were shaped like octopi {abductors, taken to their cup and saucer shaped mothership} - {djs}","Oxford","MI, US",""
"121226","2022-03-14","2022-03-14","Super bright orbs or recorded paused light from explosions","Warsaw","MO, US",""
"121225","2022-03-14","2022-03-10","Watching Live CCTV when Object came from over the top of my house headed towards the woods","Weldon Spring","MO, US",""
"121224","2022-03-14","2020-04-20","Saw a light in the sky above remote mountain ridge with a beam pulling something along ground.","Cave Junction","OR, US",""
"121223","2022-03-14","2021-05-19","objet volant d’apparence argentée","Tours","FR",""
"121222","2022-03-14","2021-08-13","3 floating orbs. Clear skies no clouds or aircraft","Richards Landing","ON, CA",""
"121221","2022-03-14","2013-09-12","Observed object hover above car shine beam of light down onto car and then move to a tree line where it hovered above the trees and then quickly left","Columbia","PA, US",""
"121220","2022-03-14","2022-03-10","Moon did not look right and stars were too low and were in a line when I looked in the sky that night. Then the blue and white at the tip just appeare","Wickliffe","OH, US",""
"121219","2022-03-14","2022-02-26","Long rectangular","Parkview","SK, CA",""
"121217","2022-03-14","2022-03-01","Object seen as (2) planes crossed each others flight paths. Appeared to remained in a fixed position, not sure how long it was there before i noticed.","Anaeheim","CA, US",""
"121216","2022-03-14","2022-03-13","Bright orange point of light moved to the NE, stopped, moved to the south. stopped, moved back to north, stopped, moved SW out of view over horizon.","Holbrook","MA, US",""
"121215","2022-03-14","2021-08-20","Silent, hovering, featureless white egg-shaped object, : strange luminosity, appeared to maneuver out of sight in response to filming","Cleveland","OH, US",""
"121214","2022-03-14","2021-11-26","3 + ufos bell shape 🔔","San Rafael","CA, US",""
"121213","2022-03-14","2022-02-24","Luminous blue white star like object floating down neighborhood right above street lights","Hondo","TX, US",""
