"Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID","madar"
"3/2/23 18:50","Newmarket","NH","USA","Unknown","~20 min. Clouds moved in","Observed 2 unusual stationary objects in the sky.  NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174848.html","31X2023.03.19.11.13.07",FALSE
"3/2/23 00:45","Myrtle Beach","SC","USA","Sphere","15 seconds","Bright orange sphere appeared for 15 seconds","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174865.html","32X2023.03.19.11.13.07",FALSE
"3/1/23 23:00","Bellingham","WA","USA","Cylinder","40-60 minutes","Looked like a large helicopter hovering while suspending a mirror of it's self. Lots of lights","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174883.html","33X2023.03.19.11.13.07",FALSE
"3/1/23 20:32","Chesterfield","MI","USA","Oval","More than 20 minutes","2 horizontal lights (not blinking), stationary.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174813.html","34X2023.03.19.11.13.07",FALSE
"3/1/23 20:30","Crystal lake","IL","USA","Light","It was about 20 minutes","It was 2 bright white lights, equal distance from each other.  NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174820.html","35X2023.03.19.11.13.07",FALSE
"3/1/23 20:21","Merritt Island","FL","USA","Circle","Over 3 hours","Objects were seen initially around 5:30pm still there when I took the picture.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174809.html","36X2023.03.19.11.13.07",FALSE
"3/1/23 20:16","Broken Arrow","OK","USA","Unknown","10","It looked like an aircraft that wasn't moving for 10 minutes in the distance.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174821.html","37X2023.03.19.11.13.07",FALSE
"3/1/23 20:15","Rochester","NY","USA","Light","20 minutes","Two lights that appeared to be from one object high and stationary in sky.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174816.html","38X2023.03.19.11.13.07",FALSE
"3/1/23 20:00","Kalamazoo","MI","USA","Unknown","Over an hour and still th","2 lights.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174814.html","39X2023.03.19.11.13.07",FALSE
"3/1/23 20:00","Coldwater","MI","USA","Light","Ongoing","Hovering lights spotted in Coldwater and in Lansing.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174811.html","40X2023.03.19.11.13.07",FALSE
"3/1/23 19:58","Lenexa","KS","USA","Circle","Over 10 mins","2 lights in a row hovering over I35 and 95th street.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174842.html","41X2023.03.19.11.13.07",FALSE
"3/1/23 19:57","Cherryvale","KS","USA","Other","45 seconds on camera","There were two white lights in the sky that were too low to be a plane.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174837.html","42X2023.03.19.11.13.07",FALSE
"3/1/23 19:55","Coldwater","MI","USA","Other","Still ongoing","2 really vibrant glowing orb like objects that seem to be connected.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174806.html","43X2023.03.19.11.13.07",FALSE
"3/1/23 19:53","Saylorsburg","PA","USA","Unknown","15 minutes","Saw 2 lights in the sky while getting dropped off at home.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174818.html","44X2023.03.19.11.13.07",FALSE
"3/1/23 19:53","Holland","MI","USA","Disk","All evening in dark sky","Hanging in the sky moving extremely slow hovering in the sky.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174805.html","45X2023.03.19.11.13.07",FALSE
"3/1/23 19:51","","MI","USA","Triangle","Constant. Still there.","Fixed lights next to each other. 2nd night seen.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174804.html","46X2023.03.19.11.13.07",FALSE
"3/1/23 19:46","Parkland","FL","USA","Star","15 minutes maybe longer","Saw two bright stars but one changed colors, seemed to not move at all.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174817.html","47X2023.03.19.11.13.07",FALSE
"3/1/23 19:46","Mapleton","ND","USA","Unknown","25 minutes and ongoing.","I was moving snow for a couple hours when I noticed 2 lights to the west.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174810.html","48X2023.03.19.11.13.07",FALSE
"3/1/23 19:45","Greeley","CO","USA","Light","Over 1.5 hrs","Witnessed multiple lights","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174824.html","49X2023.03.19.11.13.07",FALSE
"3/1/23 19:40","Dunakeszi","Pest County","Hungary","Unknown","","Look the photos","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174789.html","50X2023.03.19.11.13.07",FALSE
"3/1/23 19:38","Garden City","ID","USA","Circle","UFO?","Saw what appeared to be a Aireal object just hovering in the sky not moving.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174819.html","51X2023.03.19.11.13.07",FALSE
"3/1/23 19:36","Youngsville","null","","Light","Still present","Two objects, or one with two lights.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174797.html","52X2023.03.19.11.13.07",FALSE
"3/1/23 19:35","Sherman Oaks","CA","USA","Unknown","1/2 an hour","There are two lights that sit apart clearly attached to something. NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174829.html","53X2023.03.19.11.13.07",FALSE
"3/1/23 19:35","Laguna Woods","CA","USA","Circle","Half hour so far","Saw two stationary lights, one brighter than the other with an apparent aircraft flying to the left.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174830.html","54X2023.03.19.11.13.07",FALSE
"3/1/23 19:35","Berlin","MD","USA","Oval","10 minutes","I watched in the dark as it slowly moved overhead.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174807.html","55X2023.03.19.11.13.07",FALSE
"3/1/23 19:35","Oceanside","CA","USA","Star","About 10 minutes","Looked up at the sky, these 2 ""stars"" shining very brightly side by side.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174834.html","56X2023.03.19.11.13.07",FALSE
"3/1/23 19:35","Shelby township","MI","USA","Light","Still ongoing for 20min","Seeing two balls of light in the distance.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174801.html","57X2023.03.19.11.13.07",FALSE
"3/1/23 19:30","Leesburg","GA","USA","Cross","Over 30 minutes","Two stationary white lights. One smaller & higher than the other.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174800.html","58X2023.03.19.11.13.07",FALSE
"3/1/23 19:30","Glenview","IL","USA","Oval","40 minutes","The black elliptical object with 2 bright lights on each end hovered.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174823.html","59X2023.03.19.11.13.07",FALSE
"3/1/23 19:25","Roseburg","OR","USA","Light","30 minutes","2 lights near one another approximately 1 inch apart.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174832.html","60X2023.03.19.11.13.07",FALSE
"3/1/23 19:20","Butler","PA","USA","Circle","Approx 20 seconds","Saw two orange lights, one larger than the other, very close together, still, not moving. NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174799.html","61X2023.03.19.11.13.07",FALSE
"3/1/23 19:19","Munhall","PA","USA","Other","3 + minutes","Two crafts then one dissappeared.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174815.html","62X2023.03.19.11.13.07",FALSE
"3/1/23 19:17","New hope florida","FL","USA","Circle","25 minutes","I watched 2 lights that were different sizes, one being bigger then the other. NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174825.html","63X2023.03.19.11.13.07",FALSE
"3/1/23 19:15","Hazleton","PA","USA","Oval","15-20 minutes??","Oval shaped object, and tiny red light","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174841.html","64X2023.03.19.11.13.07",FALSE
"3/1/23 19:15","Lima","NY","USA","Light","20 minutes so far","It is two lights in the western sky that are not star like. Not moving. NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174802.html","65X2023.03.19.11.13.07",FALSE
"3/1/23 19:08","Barberton","OH","USA","Other","25 minutes plus","Two lights high in the sky stationary very large and bright. Seen clouds moving infront of it. NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174796.html","66X2023.03.19.11.13.07",FALSE
"3/1/23 19:07","Farrell","PA","USA","Changing","7:10pm","Light greenish blue-red then all white then another light up directly in front of it","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174795.html","67X2023.03.19.11.13.07",FALSE
"3/1/23 19:00","Jackson","MS","USA","Unknown","1 hour","2 star-like objects close together not moving but there was too much cloud cover to see other stars.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174812.html","68X2023.03.19.11.13.07",FALSE
"3/1/23 19:00","North Las Vegas","NV","USA","Triangle","At least 10 minutes","2 lights with one dark triangular object hovering.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174833.html","69X2023.03.19.11.13.07",FALSE
"3/1/23 18:50","Maquoketa","IA","USA","Unknown","30 mins?","Two bright lights in a direct line hovering. Very large and very bright no noise came from it. NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174840.html","70X2023.03.19.11.13.07",FALSE
"3/1/23 18:49","Butler","PA","USA","Unknown","15 minutes","Looked up at an unfamiliar light in the sky that me and my wife had first noticed. There were 2 lights.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174794.html","71X2023.03.19.11.13.07",FALSE
"3/1/23 18:45","Delavan","WI","USA","Light","45 minutes on going","2 close bright lights very close staionary.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174808.html","72X2023.03.19.11.13.07",FALSE
"3/1/23 18:45","Spokane","WA","USA","Circle","35 minutes","Observed 2 bright circular objects that appeared to emit extremely bright white light.  NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174828.html","73X2023.03.19.11.13.07",FALSE
"3/1/23 18:30","Jurupa Valley","CA","USA","Other","1hr","2 lights hovering in same spot for over an hour.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174826.html","74X2023.03.19.11.13.07",FALSE
"3/1/23 18:25","glenview","IL","USA","Light","2 hours","it was an alignment of 2 bright lights not moving.  NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174798.html","75X2023.03.19.11.13.07",FALSE
"3/1/23 18:20","Torrance","CA","USA","Light","still going on","Two small lights apart - about the width of a wing span of a commercial airplane.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174827.html","76X2023.03.19.11.13.07",FALSE
"3/1/23 10:36","Kelo","Logone Occidental Region","Chad","Egg","10 minutes","Okay. I was minding my business when I saw about 10 eggs floating in the air and it was scary for me. They were also glowing green","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174856.html","77X2023.03.19.11.13.07",FALSE
"3/1/23 07:15","Riverdale","CA","USA","Light","10 mins","Strange circular lights floating still, below star range.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174835.html","78X2023.03.19.11.13.07",FALSE
"3/1/23 00:04","Farmville,","VA","USA","Unknown","ongoing for 30+ minutes","Went out to walk dog and saw a cluster of colored lights moving irradically (zig-zaging) and then noticed additional similar clusters.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174775.html","79X2023.03.19.11.13.07",FALSE
"3/1/23 00:03","Farmville","VA","USA","Other","Now present","Multiple lights in array on craft, too far to discern shape. Lights red, white and blue. Erratic movements, not straight paths","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174774.html","80X2023.03.19.11.13.07",FALSE
"2/28/23 20:40","Columbus","GA","USA","Circle","10 or 12 minutes","Brilliantly illuminated, scintillating, disc-shaped objects moving at constant speed. Illumination dimmed as objects passed over city.","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174786.html","81X2023.03.19.11.13.07",FALSE
"2/28/23 20:15","Pearces","NC","USA","Circle","15 minutes","Entire circle was white and very bright with one orb smaller than the other.   NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174764.html","82X2023.03.19.11.13.07",FALSE
"2/28/23 20:06","Fort Smith","AR","USA","Circle","about 1 mile","Two round objects hovering above each other.  NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174771.html","83X2023.03.19.11.13.07",FALSE
"2/28/23 20:02","Blairsville","GA","USA","Circle","Continuous for past hour","Stationary bright lights in Western sky.    NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174760.html","84X2023.03.19.11.13.07",FALSE
"2/28/23 19:59","Dearing","GA","USA","Circle","Continuous every night","Floating, hovering objects appear to be tethered to the ground possibly balloons on the circumference of each balloon, are four lights,","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174759.html","85X2023.03.19.11.13.07",FALSE
"2/28/23 19:46","Murfreesboro","TN","USA","Light","It's been sitting for 1hr","I noticed it an hour ago. I posted on Twittrer and Facebook.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174763.html","86X2023.03.19.11.13.07",FALSE
"2/28/23 19:45","Vineland","NJ","USA","Star","10 seconds","2 stars orbiting each other before breaking apart and flying out of sight","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174772.html","87X2023.03.19.11.13.07",FALSE
"2/28/23 19:27","Kansas City","MO","USA","Delta","Last 40 min","They seem to be hovering like they are waiting on something.    NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174762.html","88X2023.03.19.11.13.07",FALSE
"2/28/23 19:17","Murfreesboro","TN","USA","Circle","It's been sitting for 1hr","I seen them for 2+ hours.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174769.html","89X2023.03.19.11.13.07",FALSE
"2/28/23 19:16","Baltimore","MD","USA","Changing","At least 30 minutes or mo","2 big lights close together looks round then changed.    NUFORC Note: Jupiter and Venus","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174756.html","90X2023.03.19.11.13.07",FALSE
"2/28/23 19:10","Kirksville","MO","USA","Light","We left after 2 min so ?","Two bright lights in the dark sky not moving.   Hovering close together. Faint green and red lights intermittently.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174776.html","91X2023.03.19.11.13.07",FALSE
"2/28/23 19:08","Fredericksburg","VA","USA","Light","Filing at 1922: ongoing","Observed 2x stationary low UFO over a field/highway in front of my house.  NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174757.html","92X2023.03.19.11.13.07",FALSE
"2/28/23 19:00","Woodland","WA","USA","Circle","30-45 minutes","Hovering close together. Faint green and red lights intermittently.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174781.html","93X2023.03.19.11.13.07",FALSE
"2/28/23 19:00","Nadi","Western Division","Fiji Islands","Circle","Roughly 5 mins","2 ufo was spotted twice on 2 consecutive days.","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174778.html","94X2023.03.19.11.13.07",FALSE
"2/28/23 18:50","Washington","DC","USA","Light","Ongoing","A motorist stopped us to point out two lighted objects in the sky.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174755.html","95X2023.03.19.11.13.07",FALSE
"2/28/23 18:34","Irving","TX","USA","Unknown","1 minute","Upon reviewing the photos, I saw two bright lights in one of my photos.   NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174860.html","96X2023.03.19.11.13.07",FALSE
"2/28/23 18:27","Belkevue","WA","USA","Cigar","30 seconds","Unidentified aircraft (possibly manned)","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174785.html","97X2023.03.19.11.13.07",FALSE
"2/27/23 22:37","","LA","USA","Fireball","Continuous","Strange red light on side of moon. Blinked from time to time.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174744.html","98X2023.03.19.11.13.07",FALSE
"2/27/23 22:13","Clermont 4 corners","FL","USA","Fireball","5 seconds","3 fireballs zipped across the sky like asteroids falling","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174754.html","99X2023.03.19.11.13.07",FALSE
"2/27/23 21:55","Whitehorse","YK","Canada","Circle","12 mins","170 degrees south from location.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174746.html","100X2023.03.19.11.13.07",FALSE
"2/27/23 20:43","Yorkton","SA","Canada","Other","At least 10 minutes","Sighted out the North bathroom window so took pictures.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174753.html","101X2023.03.19.11.13.07",FALSE
"2/27/23 20:10","Boca Raton","FL","USA","Light","1 minute","2 clouds (back one lit up)","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174734.html","102X2023.03.19.11.13.07",FALSE
"2/27/23 20:02","Sarasota","FL","USA","Light","Approx 5 min","Observed light over the Gulf of Mexico that was preceded by cloud/mist travelling North to South parallel to the coast.","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174735.html","103X2023.03.19.11.13.07",FALSE
"2/27/23 20:00","Bokeelia","MA","USA","Changing","3-5 minutes","We observed a bright light, low on the horizon, moving towards us that we noticed as it got closer to be a backlit grayish white object","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174839.html","104X2023.03.19.11.13.07",FALSE
"2/27/23 19:54","Nokomis","FL","USA","Other","3-4 minutes","2 weird lit up flying objects","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174751.html","105X2023.03.19.11.13.07",FALSE
"2/27/23 19:54","San Miguel de Cozumel","Quintana Roo","Mexico","Sphere","2.5 minutes.","Light approached Cozumel at ~ 15,000ft. No sound. Stopped and hovered above for ~ 5 seconds and then shot off and vanished within secon","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174741.html","106X2023.03.19.11.13.07",FALSE
"2/27/23 19:50","Estero","FL","USA","Light","1 minute","Incredible bright object- floating silently over at about 2000k feet.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174737.html","107X2023.03.19.11.13.07",FALSE
"2/27/23 19:45","Brandon","SD","USA","Cross","20-30 minutes","Two stationery craft.    NUFORC Note: Jupiter and Venus","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174748.html","108X2023.03.19.11.13.07",FALSE
"2/27/23 19:35","Woodville","TX","USA","Light","40 minutes","Two bright white lights with one noticable red light at bottom of each seem to be hovering in the sky.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174738.html","109X2023.03.19.11.13.07",FALSE
"2/27/23 19:29","Bas Terre","Saint Kitts","Saint Kitts And Nevis","Disk","2 minutes","Rising disc with a huge plume behind and then the light disappeared instantly","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174790.html","110X2023.03.19.11.13.07",FALSE
"2/27/23 19:00","Florence","AL","USA","Circle","1 minute","My wife and I were walking our dog and noticed a very large balloon like object floating rapidly across the sky.","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174736.html","111X2023.03.19.11.13.07",FALSE
"2/27/23 18:00","Woodbury","TN","USA","Other","1 hour","2 craft stationary in the sky...unmoving for 1 hour.","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174743.html","112X2023.03.19.11.13.07",FALSE
"2/27/23 14:45","Orlando","null","","Cylinder","Visible about 3 minutes","Cylinder-shaped object with white trail fell NW of Denny's, stopped, then changed direction, trail and object disappeared after 3 mins.","3/6/23","Yes","https://www.nuforc.org/webreports/reports/174/S174732.html","113X2023.03.19.11.13.07",FALSE
"2/27/23 11:54","lutz","FL","USA","Formation","5","Formation of 15-20 metallic star like objects heading north","3/6/23","","https://www.nuforc.org/webreports/reports/174/S174729.html","114X2023.03.19.11.13.07",FALSE
